product_id,product_name,brand_name,category,product_type,quantity,price
P001862,Elegant Jeans 62,Lilliput,Boys,Shirt & Shorts Set,2-piece set,1062.0
P001863,Polo - Vintage Edition,Arrow,Men,T-shirt & Jeans,1 set,1306.0
P001864,Gown - Striped Edition,FabIndia,Women,Jumpsuit,1 set,1018.0
P001865,Zara Elegant Polo,Zara,Men,Suit (Jacket & Trouser),Pack of 3,5000.0
P001866,Peter England Denim Shirt,Peter England,Men,Shirt & Pant Set,1 set,1175.0
P001867,Stylish Jacket Set,YK,Boys,Pyjama Set,3-piece set,817.0
P001868,T-shirt - Striped Edition,Minnie,Girls,Skirt Set,1 set,866.0
P001869,AND Denim Gown,AND,Women,Salwar & Kameez Set,2-piece set,853.0
P001870,Playwear - Vintage Edition,Cherokee,Kids,Pajama Set,Single (1 piece),1090.0
P001871,Mothercare Premium Jumpsuit,Mothercare,Girls,Top & Skirt Set,2-piece set,1127.0
P001872,Tommy Hilfiger Stylish Jacket,Tommy Hilfiger,Men,T-shirt,Single (1 piece),885.0
P001873,Lilliput Denim T-shirt,Lilliput,Boys,Pyjama Set,1 set,1002.0
P001874,Trendy Jumpsuit,AND,Women,Saree & Blouse Set,1 set,1136.0
P001875,Formal Pajama,Cherokee,Kids,Onesie,Pack of 2,2186.0
P001876,Floral Jacket 76,YK,Boys,Pyjama Set,1 set,1017.0
P001877,Denim Polo Set,Kiddie,Boys,T-shirt & Shorts,Single (1 piece),1036.0
P001878,Checked Sweatshirt,YK,Boys,Sweatshirt & Trackpant,2-piece set,1003.0
P001879,Zara Classic Jeans,Zara,Men,Shorts,Single (1 piece),2757.0
P001880,Floral Shirt 80,H&M,Men,Shirt & Pant Set,1 set,2565.0
P001881,Comfort Polo,Jack & Jones,Men,Trackpant & Hoodie Set,Pack of 3,3227.0
P001882,Formal Jumpsuit Set,W,Women,Dress,Pack of 2,2299.0
P001883,Chic Shirt,Roadster,Men,Formal Shirt,Single (1 piece),1265.0
P001884,Jeans - Elegant Edition,Jack & Jones,Men,Kurta & Pyjama Set,Single (1 piece),1104.0
P001885,Premium Jeans,Arrow,Men,Suit (Jacket & Trouser),3-piece set,1296.0
P001886,Sporty Gown,AND,Women,Salwar & Kameez Set,1 set,985.0
P001887,Elegant Shirt,YK,Boys,Shirt & Shorts Set,1 set,804.0
P001888,Arrow Striped Shirt,Arrow,Men,Shirt & Pant Set,Single (1 piece),1348.0
P001889,YK Comfort Jacket,YK,Boys,Shirt & Shorts Set,Single (1 piece),1091.0
P001890,Babyhug Floral Kurti,Babyhug,Girls,T-shirt & Shorts,1 set,718.0
P001891,Checked Saree 91,FabIndia,Women,Salwar & Kameez Set,1 set,840.0
P001892,Sporty Pajama,Babyhug,Kids,Casual Set,1 set,576.0
P001893,Anarkali - Chic Edition,FabIndia,Women,Salwar & Kameez Set,1 set,1120.0
P001894,Babyhug Formal Set,Babyhug,Kids,Romper Set,Pack of 2,1058.0
P001895,Lilliput Striped Jacket,Lilliput,Boys,Pyjama Set,1 set,1022.0
P001896,Striped Skirt,AND,Women,Skirt & Top,Single (1 piece),1093.0
P001897,Trendy T-shirt,Lilliput,Boys,Kurta & Pajama Set,1 set,1046.0
P001898,Formal Pyjama 98,Gini & Jony,Boys,T-shirt & Jeans,1 set,875.0
P001899,Elegant Pyjama,Kiddie,Boys,T-shirt & Shorts,1 set,942.0
P001900,Peter England Denim T-shirt,Peter England,Men,Casual Shirt,1 set,1114.0
P001901,Romper - Classic Edition,Cherokee,Kids,Pajama Set,2-piece set,1022.0
P001902,Set - Premium Edition,YK,Kids,Two-piece Set,2-piece set,802.0
P001903,Sporty Set 3,Cherokee,Kids,Winter Set (Jacket & Bottom),2-piece set,1104.0
P001904,Premium Suit Set,Allen Solly,Men,Jeans,1 set,814.0
P001905,Denim Skirt Set,Zara,Women,Dress,2-piece set,3295.0
P001906,H&M Kids Formal T-shirt,H&M Kids,Kids,Jumpsuit,Pack of 2,1762.0
P001907,Striped Top 7,Cutecumber,Girls,Top & Skirt Set,1 set,1183.0
P001908,Forever 21 Classic Saree,Forever 21,Women,Dresses,1 set,1894.0
P001909,Comfort Blouse,H&M,Women,Dress,1 set,2327.0
P001910,Frock - Stylish Edition,Babyhug,Girls,Skirt Set,Single (1 piece),516.0
P001911,Kurta - Premium Edition,H&M,Men,T-shirt,2-piece set,2306.0
P001912,YK Elegant T-shirt,YK,Girls,Dress Set,Single (1 piece),1151.0
P001913,Skirt - Denim Edition,Forever 21,Women,Two-piece Set,Single (1 piece),2397.0
P001914,Chic Trackpant,Babyhug,Boys,Shirt & Shorts Set,1 set,568.0
P001915,Stylish Shorts 15,Arrow,Men,Kurta & Pyjama Set,Single (1 piece),1469.0
P001916,Mini Klub Premium Shorts,Mini Klub,Boys,Hoodie Set,2-piece set,871.0
P001917,Premium T-shirt 17,Allen Solly,Men,Shirt & Pant Set,1 set,1154.0
P001918,Blouse - Trendy Edition,Forever 21,Women,Two-piece Set,1 set,2074.0
P001919,Chic Hoodie,Roadster,Men,Kurta & Pyjama Set,1 set,1148.0
P001920,Elegant Blouse,H&M,Women,Salwar & Kameez Set,3-piece set,2413.0
P001921,Chic Trackpant,Levi's,Men,Shorts,2-piece set,1078.0
P001922,Trendy Blouse 22,Global Desi,Women,Two-piece Set,Single (1 piece),801.0
P001923,Denim Leggings Set,Gini & Jony,Girls,Sweatshirt & Trackpant,Single (1 piece),1048.0
P001924,Vero Moda Stylish Dress,Vero Moda,Women,Salwar & Kameez Set,Single (1 piece),942.0
P001925,Elegant T-shirt,H&M Kids,Kids,Playwear Set,Single (1 piece),1118.0
P001926,Gown - Checked Edition,FabIndia,Women,T-shirt & Jeans,1 set,837.0
P001927,Tunics - Checked Edition,Vero Moda,Women,T-shirt & Jeans,1 set,1035.0
P001928,Stylish Skirt,FabIndia,Women,Salwar & Kameez Set,1 set,992.0
P001929,Casual Polo 29,Gini & Jony,Boys,Kurta & Pajama Set,1 set,1057.0
P001930,Floral Kurti Set,Zara,Women,Jumpsuit,1 set,2478.0
P001931,Minnie Elegant Top,Minnie,Girls,Kurti & Leggings,1 set,1032.0
P001932,Cherokee Sporty Trackpant,Cherokee,Boys,Kurta & Pajama Set,1 set,1025.0
P001933,Elegant Jumpsuit 33,H&M Kids,Kids,Two-piece Set,2-piece set,1024.0
P001934,Floral T-shirt 34,Arrow,Men,T-shirt & Jeans,1 set,1562.0
P001935,Classic Pajama,Cherokee,Kids,Playwear Set,1 set,1071.0
P001936,Formal Pajama 36,Gini & Jony,Kids,T-shirt & Shorts,Single (1 piece),1122.0
P001937,Casual Pyjama Set,Babyhug,Boys,Casual Set,3-piece set,545.0
P001938,Striped Top 38,Global Desi,Women,T-shirt & Jeans,Single (1 piece),1130.0
P001939,Classic Jacket 39,Mini Klub,Boys,Hoodie Set,1 set,799.0
P001940,Chic Jeans 40,Allen Solly,Men,Shirt & Pant Set,Single (1 piece),831.0
P001941,Comfort Kurti 41,FabIndia,Women,Salwar & Kameez Set,1 set,823.0
P001942,Formal Trackpant Set,Arrow,Men,Trackpant & Hoodie Set,Single (1 piece),1401.0
P001943,Sporty Anarkali,FabIndia,Women,Salwar & Kameez Set,2-piece set,1114.0
P001944,Tunics - Classic Edition,W,Women,Salwar & Kameez Set,Single (1 piece),1083.0
P001945,Casual Polo,Levi's,Men,Formal Shirt,1 set,1115.0
P001946,Floral Sweatshirt 46,Babyhug,Boys,Jacket & Trousers,1 set,604.0
P001947,Casual Top Set,W,Women,Dresses,3-piece set,976.0
P001948,Premium T-shirt 48,Kiddie,Boys,Jacket & Trousers,2-piece set,859.0
P001949,Shirt - Vintage Edition,YK,Boys,Casual Set,1 set,931.0
P001950,Comfort Shorts Set,U.S. Polo Assn Kids,Boys,Shirt & Shorts Set,1 set,974.0
P001951,Saree - Stylish Edition,Forever 21,Women,Two-piece Set,2-piece set,1671.0
P001952,Chic Onesie 52,Cherokee,Kids,Winter Set (Jacket & Bottom),Single (1 piece),888.0
P001953,Polo - Premium Edition,Babyhug,Boys,Pyjama Set,1 set,624.0
P001954,Classic Blouse 54,Vero Moda,Women,Dress,Pack of 2,2189.0
P001955,T-shirt - Chic Edition,Tommy Hilfiger,Men,T-shirt,3-piece set,1199.0
P001956,Chic T-shirt Set,Cherokee,Boys,Pyjama Set,1 set,1173.0
P001957,Elegant Polo Set,Arrow,Men,Shorts,2-piece set,1586.0
P001958,Cardigan - Classic Edition,Cutecumber,Girls,Jumpsuit,2-piece set,968.0
P001959,Denim T-shirt Set,Cherokee,Girls,Frock Set,Single (1 piece),1054.0
P001960,Lilliput Floral Jeans,Lilliput,Boys,Sweatshirt & Trackpant,2-piece set,1114.0
P001961,Myntra Essentials Elegant Kurti,Myntra Essentials,Women,Salwar & Kameez Set,1 set,847.0
P001962,YK Sporty Jeans,YK,Boys,Casual Set,3-piece set,964.0
P001963,H&M Kids Checked Jumpsuit,H&M Kids,Kids,T-shirt & Shorts,Single (1 piece),1136.0
P001964,Chic Jacket Set,H&M,Men,Shirt & Pant Set,Single (1 piece),2384.0
P001965,Trendy Winter Set,Gini & Jony,Kids,T-shirt & Shorts,Single (1 piece),1029.0
P001966,Sporty Leggings,Peppermint,Girls,Skirt Set,Single (1 piece),1035.0
P001967,Anarkali - Floral Edition,Global Desi,Women,Kurti & Leggings Set,1 set,874.0
P001968,Trendy Gown,H&M,Women,Top & Skirt Set,1 set,2362.0
P001969,Skirt - Classic Edition,Cherokee,Girls,Salwar Set,3-piece set,934.0
P001970,Trackpant - Elegant Edition,H&M,Men,Casual Shirt,2-piece set,2026.0
P001971,Jumpsuit - Sporty Edition,Mothercare,Girls,Jumpsuit,1 set,810.0
P001972,Peppermint Striped Top,Peppermint,Girls,T-shirt & Shorts,2-piece set,1133.0
P001973,Formal Pyjama 73,Mini Klub,Boys,Casual Set,Single (1 piece),727.0
P001974,Sporty Tunics 74,Forever 21,Women,Jumpsuit,2-piece set,2014.0
P001975,Checked Jacket 75,Levi's,Men,Kurta & Pyjama Set,2-piece set,919.0
P001976,Classic Trackpant,Mini Klub,Boys,Casual Set,2-piece set,941.0
P001977,Formal Top 77,AND,Women,Skirt & Top,1 set,904.0
P001978,Hoodie - Stylish Edition,Kiddie,Boys,Shorts Set,1 set,972.0
P001979,Denim Hoodie,Babyhug,Boys,T-shirt & Jeans,1 set,689.0
P001980,Gini & Jony Comfort Skirt,Gini & Jony,Girls,Jumpsuit,1 set,1137.0
P001981,Sporty Gown,H&M,Women,Saree & Blouse Set,1 set,2186.0
P001982,Romper - Stylish Edition,H&M Kids,Kids,Jumpsuit,Single (1 piece),1121.0
P001983,Vintage Sweatshirt Set,Wow Kids,Boys,Shorts Set,1 set,983.0
P001984,Comfort Shorts 84,Carter's,Kids,Party Wear Set,2-piece set,993.0
P001985,Babyhug Floral Leggings,Babyhug,Girls,Dress Set,1 set,512.0
P001986,Elegant Kurta,Arrow,Men,Trackpant & Hoodie Set,2-piece set,1248.0
P001987,Babyhug Comfort Shorts,Babyhug,Kids,Onesie,1 set,655.0
P001988,Vintage T-shirt 88,Kiddie,Boys,T-shirt & Jeans,2-piece set,999.0
P001989,Dress - Sporty Edition,Gini & Jony,Girls,Dress Set,2-piece set,975.0
P001990,Sporty Suit Set,Jack & Jones,Men,Shorts,1 set,1092.0
P001991,Sporty Kurta Set,Roadster,Men,T-shirt & Jeans,Single (1 piece),1327.0
P001992,Trendy Set Set,Zara Kids,Kids,Party Wear Set,Pack of 3,2591.0
P001993,Vintage Skirt 93,Forever 21,Women,Salwar & Kameez Set,2-piece set,2088.0
P001994,Chic Anarkali Set,AND,Women,Saree & Blouse Set,1 set,854.0
P001995,Classic Tunics,Vero Moda,Women,Top & Skirt Set,Pack of 3,3302.0
P001996,Dress - Classic Edition,AND,Women,Dresses,2-piece set,1063.0
P001997,Gini & Jony Chic Sweatshirt,Gini & Jony,Girls,Party Dress Set,1 set,1183.0
P001998,Vintage Suit 98,H&M,Men,Suit (Jacket & Trouser),1 set,2069.0
P001999,YK Denim Cardigan,YK,Girls,Top & Skirt Set,3-piece set,823.0
P002000,Gini & Jony Striped Hoodie,Gini & Jony,Boys,Jacket & Trousers,1 set,913.0
P002001,Vintage Playwear Set,Zara Kids,Kids,Pajama Set,1 set,905.0
P002002,Sporty Kurti 2,Mothercare,Girls,Dress Set,Pack of 2,1798.0
P002003,Stylish Trackpant 3,Tommy Hilfiger,Men,Casual Shirt,Single (1 piece),1163.0
P002004,Kurti - Premium Edition,Global Desi,Women,Two-piece Set,1 set,900.0
P002005,Forever 21 Casual Saree,Forever 21,Women,Dresses,Single (1 piece),1818.0
P002006,Jumpsuit - Casual Edition,Mothercare,Girls,T-shirt & Shorts,Single (1 piece),1104.0
P002007,Comfort Skirt Set,Cherokee,Girls,Skirt Set,2-piece set,980.0
P002008,Pyjama - Classic Edition,Mothercare,Boys,Shirt & Shorts Set,1 set,1111.0
P002009,Set - Casual Edition,Zara Kids,Kids,Party Wear Set,Pack of 2,1652.0
P002010,Elegant Shirt 10,Arrow,Men,Shorts,1 set,1493.0
P002011,W Elegant Tunics,W,Women,Dresses,Pack of 2,1627.0
P002012,Gymboree Floral Set,Gymboree,Kids,Winter Set (Jacket & Bottom),Pack of 3,2475.0
P002013,Onesie - Vintage Edition,Zara Kids,Kids,Casual Set,2-piece set,1163.0
P002014,Trendy Hoodie Set,Arrow,Men,Jeans,Single (1 piece),1284.0
P002015,Elegant Jumpsuit 15,Carter's,Kids,Pajama Set,Single (1 piece),1013.0
P002016,Shorts - Sporty Edition,YK,Kids,Jumpsuit,1 set,964.0
P002017,Myntra Essentials Floral Kurti,Myntra Essentials,Women,T-shirt & Jeans,1 set,939.0
P002018,Sporty Shirt Set,Roadster,Men,Formal Shirt,1 set,1392.0
P002019,Premium Shirt Set,Jack & Jones,Men,Casual Shirt,1 set,809.0
P002020,Formal Jumpsuit,Mini Klub,Kids,Onesie,2-piece set,852.0
P002021,Striped Dress Set,Peppermint,Girls,Top & Skirt Set,Pack of 3,3556.0
P002022,Jack & Jones Sporty Polo,Jack & Jones,Men,T-shirt & Jeans,2-piece set,1024.0
P002023,Denim Top 23,Wow Kids,Girls,T-shirt & Shorts,2-piece set,1175.0
P002024,Striped Jacket,Arrow,Men,Casual Shirt,2-piece set,1231.0
P002025,Premium Kurti,Biba,Women,Kurti & Leggings Set,2-piece set,968.0
P002026,Comfort Polo 26,Roadster,Men,Kurta & Pyjama Set,1 set,1085.0
P002027,Lilliput Denim Trackpant,Lilliput,Boys,Hoodie Set,Pack of 2,2185.0
P002028,Elegant Shirt Set,Levi's,Men,Suit (Jacket & Trouser),1 set,1193.0
P002029,Elegant Pyjama 29,Mini Klub,Boys,Sweatshirt & Trackpant,2-piece set,722.0
P002030,Mothercare Premium Pajama,Mothercare,Kids,Jumpsuit,1 set,1062.0
P002031,Denim Playwear,Mothercare,Kids,Winter Set (Jacket & Bottom),1 set,879.0
P002032,Shorts - Floral Edition,Gini & Jony,Kids,Romper Set,1 set,1026.0
P002033,Striped Jacket Set,Peter England,Men,Formal Shirt,1 set,986.0
P002034,Formal Winter Set,Gymboree,Kids,Pajama Set,2-piece set,1189.0
P002035,Floral Polo 35,Allen Solly,Men,T-shirt & Jeans,Pack of 2,2087.0
P002036,Elegant Sweatshirt 36,Cherokee,Girls,Salwar Set,1 set,940.0
P002037,Kurti - Casual Edition,AND,Women,Top & Skirt Set,Pack of 2,1691.0
P002038,Onesie - Trendy Edition,Gini & Jony,Kids,T-shirt & Shorts,1 set,860.0
P002039,Set - Elegant Edition,Cherokee,Kids,Jumpsuit,Pack of 3,2670.0
P002040,United Colors Checked Kurta,United Colors,Men,Casual Shirt,1 set,900.0
P002041,Floral Polo,Gini & Jony,Boys,Shorts Set,1 set,1140.0
P002042,Jeans - Premium Edition,Allen Solly,Men,Trackpant & Hoodie Set,1 set,1024.0
P002043,Striped Jeans 43,Jack & Jones,Men,Kurta & Pyjama Set,Single (1 piece),1009.0
P002044,Pajama - Comfort Edition,Gymboree,Kids,Pajama Set,1 set,846.0
P002045,Striped T-shirt 45,Mothercare,Boys,Hoodie Set,1 set,1144.0
P002046,Classic Jacket,Peter England,Men,Shirt & Pant Set,Single (1 piece),1089.0
P002047,Elegant T-shirt 47,Kiddie,Boys,Shorts Set,1 set,827.0
P002048,Playwear - Elegant Edition,Gymboree,Kids,Playwear Set,Pack of 3,3249.0
P002049,Formal Romper 49,H&M Kids,Kids,Party Wear Set,1 set,1017.0
P002050,Vintage Jumpsuit Set,Biba,Women,Dress,1 set,833.0
P002051,Gini & Jony Checked Cardigan,Gini & Jony,Girls,Party Dress Set,2-piece set,983.0
P002052,Classic Kurta,Jack & Jones,Men,Kurta & Pyjama Set,Single (1 piece),994.0
P002053,Wow Kids Elegant Skirt,Wow Kids,Girls,T-shirt & Shorts,Single (1 piece),866.0
P002054,Sporty Gown Set,Biba,Women,Salwar & Kameez Set,Single (1 piece),1178.0
P002055,Stylish Shirt Set,Mothercare,Boys,Sweatshirt & Trackpant,1 set,1140.0
P002056,Cutecumber Striped Skirt,Cutecumber,Girls,Salwar Set,2-piece set,1068.0
P002057,Stylish Shirt Set,Zara,Men,Suit (Jacket & Trouser),1 set,2955.0
P002058,Gown - Checked Edition,W,Women,Saree & Blouse Set,2-piece set,965.0
P002059,Vintage Tunics,Myntra Essentials,Women,Dresses,2-piece set,1060.0
P002060,Denim Top 60,Batil,Girls,Jumpsuit,1 set,1018.0
P002061,Elegant Jumpsuit Set,Vero Moda,Women,Skirt & Top,2-piece set,825.0
P002062,Vintage Top,W,Women,Two-piece Set,2-piece set,1005.0
P002063,Peter England Floral Suit,Peter England,Men,T-shirt & Jeans,1 set,1123.0
P002064,Cherokee Elegant Winter Set,Cherokee,Kids,Party Wear Set,1 set,984.0
P002065,Chic Saree,AND,Women,Saree & Blouse Set,1 set,821.0
P002066,Classic Polo Set,Tommy Hilfiger,Men,Jeans,2-piece set,1115.0
P002067,Babyhug Floral Sweatshirt,Babyhug,Boys,Jacket & Trousers,2-piece set,528.0
P002068,H&M Checked Gown,H&M,Women,Dress,2-piece set,2259.0
P002069,Babyhug Formal Set,Babyhug,Kids,Onesie,Pack of 2,1039.0
P002070,Blouse - Vintage Edition,Global Desi,Women,T-shirt & Jeans,1 set,932.0
P002071,Trendy Anarkali 71,Forever 21,Women,T-shirt & Jeans,1 set,2205.0
P002072,Arrow Casual Jacket,Arrow,Men,Shorts,Pack of 2,3023.0
P002073,Jacket - Classic Edition,Levi's,Men,Suit (Jacket & Trouser),1 set,882.0
P002074,Shirt - Trendy Edition,Lilliput,Boys,Jacket & Trousers,1 set,1151.0
P002075,Classic Suit 75,Arrow,Men,Kurta & Pyjama Set,1 set,1728.0
P002076,Polo - Elegant Edition,H&M,Men,Jeans,1 set,2871.0
P002077,Polo - Vintage Edition,Peter England,Men,Trackpant & Hoodie Set,Single (1 piece),896.0
P002078,Casual Jacket 78,Tommy Hilfiger,Men,Trackpant & Hoodie Set,Pack of 2,1961.0
P002079,Denim Trackpant 79,Peter England,Men,Formal Shirt,2-piece set,1194.0
P002080,Formal Polo 80,H&M,Men,T-shirt & Jeans,Pack of 3,5000.0
P002081,Chic T-shirt 81,Peter England,Men,Formal Shirt,1 set,811.0
P002082,Stylish Set 82,Cherokee,Kids,Casual Set,2-piece set,826.0
P002083,Gymboree Striped Playwear,Gymboree,Kids,Romper Set,1 set,986.0
P002084,Shorts - Trendy Edition,Lilliput,Boys,Hoodie Set,1 set,1164.0
P002085,Checked Hoodie,Kiddie,Boys,Pyjama Set,2-piece set,1015.0
P002086,Elegant Jeans 86,Kiddie,Boys,Shirt & Shorts Set,2-piece set,999.0
P002087,Floral T-shirt 87,Kiddie,Boys,Pyjama Set,Single (1 piece),842.0
P002088,T-shirt - Vintage Edition,YK,Boys,T-shirt & Jeans,2-piece set,1063.0
P002089,Classic Romper 89,Gini & Jony,Kids,Romper Set,1 set,1129.0
P002090,Checked Suit 90,Roadster,Men,Shirt & Pant Set,Single (1 piece),1143.0
P002091,Pajama - Comfort Edition,Mini Klub,Kids,Winter Set (Jacket & Bottom),Pack of 3,2665.0
P002092,Cherokee Chic Kurti,Cherokee,Girls,Party Dress Set,3-piece set,1186.0
P002093,Jack & Jones Striped Shorts,Jack & Jones,Men,Casual Shirt,Single (1 piece),882.0
P002094,Vintage Shorts 94,Gymboree,Kids,Winter Set (Jacket & Bottom),1 set,1009.0
P002095,Casual Set - Stylish Edition,Gymboree,Kids,T-shirt & Shorts,2-piece set,915.0
P002096,Floral Polo 96,Cherokee,Boys,Casual Set,1 set,1117.0
P002097,Classic Jumpsuit,Vero Moda,Women,Salwar & Kameez Set,Single (1 piece),1031.0
P002098,Floral Hoodie 98,Arrow,Men,Trackpant & Hoodie Set,Pack of 2,3161.0
P002099,Batil Floral Dress,Batil,Girls,Kurti & Leggings,1 set,1119.0
P002100,Classic Shorts Set,Arrow,Men,Formal Shirt,Single (1 piece),1438.0
P002101,Floral Skirt Set,Forever 21,Women,Two-piece Set,1 set,2332.0
P002102,U.S. Polo Assn Kids Sporty T-shirt,U.S. Polo Assn Kids,Boys,Jacket & Trousers,Pack of 3,3040.0
P002103,Mothercare Checked Jeans,Mothercare,Boys,T-shirt & Shorts,2-piece set,863.0
P002104,Trendy Shorts,YK,Kids,Jumpsuit,1 set,1078.0
P002105,YK Vintage Casual Set,YK,Kids,Party Wear Set,1 set,1117.0
P002106,Formal Blouse 6,AND,Women,Jumpsuit,1 set,927.0
P002107,Stylish Skirt 7,Cherokee,Girls,T-shirt & Shorts,1 set,1143.0
P002108,Checked Jeans Set,U.S. Polo Assn Kids,Boys,Sweatshirt & Trackpant,1 set,1162.0
P002109,Vintage Pyjama,U.S. Polo Assn Kids,Boys,Shorts Set,Single (1 piece),911.0
P002110,Zara Kids Floral Winter Set,Zara Kids,Kids,Jumpsuit,Single (1 piece),1193.0
P002111,Sporty Tunics Set,FabIndia,Women,Kurti & Leggings Set,2-piece set,856.0
P002112,Vintage Kurti 12,Forever 21,Women,Kurti & Leggings Set,2-piece set,1762.0
P002113,Elegant Skirt Set,Forever 21,Women,Top & Skirt Set,3-piece set,1747.0
P002114,Top - Floral Edition,Zara,Women,Jumpsuit,2-piece set,3473.0
P002115,Chic Suit 15,Peter England,Men,Trackpant & Hoodie Set,2-piece set,1062.0
P002116,Vintage Polo 16,Jack & Jones,Men,Formal Shirt,1 set,861.0
P002117,Stylish Casual Set,Zara Kids,Kids,Romper Set,Single (1 piece),976.0
P002118,Gini & Jony Premium Top,Gini & Jony,Girls,Sweatshirt & Trackpant,1 set,1046.0
P002119,Casual Trackpant,Arrow,Men,Kurta & Pyjama Set,Single (1 piece),1250.0
P002120,Blouse - Chic Edition,H&M,Women,Two-piece Set,2-piece set,2882.0
P002121,Classic Dress 21,Vero Moda,Women,Dress,Single (1 piece),1121.0
P002122,Skirt - Classic Edition,Global Desi,Women,T-shirt & Jeans,2-piece set,1002.0
P002123,Striped T-shirt Set,Tommy Hilfiger,Men,T-shirt & Jeans,1 set,1187.0
P002124,Casual Jumpsuit,FabIndia,Women,Kurti & Leggings Set,Pack of 3,2901.0
P002125,Premium Suit,Jack & Jones,Men,Shirt & Pant Set,1 set,1194.0
P002126,Zara Kids Elegant T-shirt,Zara Kids,Kids,Two-piece Set,1 set,1067.0
P002127,YK Stylish Shorts,YK,Boys,Sweatshirt & Trackpant,2-piece set,1054.0
P002128,Floral Shirt Set,Kiddie,Boys,Sweatshirt & Trackpant,Single (1 piece),866.0
P002129,Denim Hoodie,Peter England,Men,Shirt & Pant Set,2-piece set,1153.0
P002130,Chic T-shirt Set,Cherokee,Kids,Casual Set,1 set,971.0
P002131,Classic Trackpant 31,U.S. Polo Assn Kids,Boys,T-shirt & Jeans,1 set,865.0
P002132,Elegant Winter Set,H&M Kids,Kids,Playwear Set,Single (1 piece),805.0
P002133,W Checked Tunics,W,Women,Dress,1 set,1024.0
P002134,Denim Leggings Set,Cutecumber,Girls,Jumpsuit,1 set,1011.0
P002135,Stylish Hoodie Set,Jack & Jones,Men,T-shirt & Jeans,3-piece set,1088.0
P002136,Vintage Jeans 36,Babyhug,Boys,Shorts Set,1 set,694.0
P002137,Blouse - Chic Edition,Vero Moda,Women,Saree & Blouse Set,1 set,832.0
P002138,Elegant Jumpsuit Set,H&M,Women,Dresses,1 set,2731.0
P002139,Striped Skirt,Global Desi,Women,T-shirt & Jeans,2-piece set,875.0
P002140,Trendy Trackpant Set,Mini Klub,Boys,Casual Set,Pack of 2,1829.0
P002141,Jacket - Casual Edition,Wow Kids,Boys,T-shirt & Shorts,2-piece set,1128.0
P002142,Chic Jacket Set,Jack & Jones,Men,Shirt & Pant Set,Single (1 piece),1016.0
P002143,Gini & Jony Floral T-shirt,Gini & Jony,Boys,Shorts Set,1 set,1084.0
P002144,Kurta - Elegant Edition,Levi's,Men,Suit (Jacket & Trouser),Single (1 piece),926.0
P002145,Premium Kurta,Arrow,Men,Shirt & Pant Set,1 set,1483.0
P002146,Carter's Denim Jumpsuit,Carter's,Kids,Jumpsuit,3-piece set,1129.0
P002147,Mothercare Premium Romper,Mothercare,Kids,Winter Set (Jacket & Bottom),Pack of 2,1967.0
P002148,Denim Jacket Set,Allen Solly,Men,Shorts,3-piece set,943.0
P002149,Kurti - Chic Edition,Mothercare,Girls,Dress Set,Pack of 2,1995.0
P002150,Skirt - Checked Edition,Wow Kids,Girls,Salwar Set,1 set,1131.0
P002151,Zara Striped Tunics,Zara,Women,Two-piece Set,1 set,2802.0
P002152,Top - Elegant Edition,Minnie,Girls,Top & Skirt Set,2-piece set,870.0
P002153,Suit - Floral Edition,Jack & Jones,Men,Casual Shirt,1 set,1085.0
P002154,Trendy Dress,Biba,Women,T-shirt & Jeans,Single (1 piece),1130.0
P002155,Myntra Essentials Sporty Saree,Myntra Essentials,Women,Top & Skirt Set,2-piece set,840.0
P002156,Elegant Jeans,Mini Klub,Boys,T-shirt & Jeans,2-piece set,717.0
P002157,Babyhug Striped Onesie,Babyhug,Kids,T-shirt & Shorts,Single (1 piece),514.0
P002158,Sporty Gown,W,Women,Dresses,Single (1 piece),939.0
P002159,Floral Jumpsuit,Batil,Girls,Dress Set,Single (1 piece),980.0
P002160,Trendy Shirt 60,Gini & Jony,Boys,Jacket & Trousers,Single (1 piece),1100.0
P002161,Trendy Anarkali,Zara,Women,Two-piece Set,1 set,3181.0
P002162,Shirt - Sporty Edition,Allen Solly,Men,Casual Shirt,3-piece set,1048.0
P002163,Allen Solly Vintage Jeans,Allen Solly,Men,Shorts,2-piece set,941.0
P002164,Elegant Hoodie Set,Wow Kids,Boys,T-shirt & Shorts,1 set,1137.0
P002165,Stylish Pyjama,Kiddie,Boys,Sweatshirt & Trackpant,Single (1 piece),989.0
P002166,Casual Polo,H&M,Men,Suit (Jacket & Trouser),1 set,2979.0
P002167,Striped Romper Set,Zara Kids,Kids,T-shirt & Shorts,Single (1 piece),1054.0
P002168,Chic Hoodie 68,Mini Klub,Boys,T-shirt & Jeans,Pack of 2,1361.0
P002169,Comfort Leggings Set,Wow Kids,Girls,Party Dress Set,Pack of 2,2141.0
P002170,Classic Tunics Set,Vero Moda,Women,Dresses,Pack of 2,1860.0
P002171,T-shirt - Floral Edition,Mothercare,Kids,Pajama Set,1 set,1075.0
P002172,Babyhug Premium Pajama,Babyhug,Kids,Winter Set (Jacket & Bottom),Single (1 piece),497.0
P002173,Premium Jeans 73,Roadster,Men,Jeans,Single (1 piece),1044.0
P002174,Trackpant - Sporty Edition,Roadster,Men,Formal Shirt,Single (1 piece),1371.0
P002175,YK Chic Set,YK,Kids,Winter Set (Jacket & Bottom),1 set,891.0
P002176,Minnie Comfort Cardigan,Minnie,Girls,Dress Set,1 set,1135.0
